station_a,station_b,mileage
汾阳,靖边,312
定边,吕梁,201
疏勒河,酒泉,1154
伊宁,乌苏,356
新安县,渑池,41
武昌,许昌,450
广州,深圳,147
咸宁,岳阳,135
郑州,武昌,536
蔡家坡,西安,130
陇西,天水,146
兰州,陇西,202
武威,兰州,303
哈密,嘉峪关,1160
玉门,柳园,165
张掖,嘉峪关,275
兰州,武威南,163
潼关,西安,135
三门峡西,潼关,107
兰考,郑州,242
新乡,邯郸,167
洛阳,新乡,204
西安南,洛阳,429
汉中,安康,240
成都,德阳,60
西乡,汉中,93
安康,西乡,147
山阴,大同,88
原平,山阴,88
太原,阳曲,29
长治北,武乡,96
月山,晋城,44
关林,月山,129
宝丰,关林,119
信阳,花园,110
榆次,长治北,238
忻州,太原,88
怀仁东,原平,131
大同,怀仁东,45
婺源,常山,81
金华,婺源,200
上海南,杭州东,199
鹰潭,衢州,227
萍乡,鹰潭,371
慈利,常德,122
吉首,张家界,125
临澧,慈利,75
双辽,四平,93
经棚,林西,82
桑根达来,经棚,156
八面城,金宝屯,51
双城堡,德惠,111
哈尔滨西,双城堡,44
长葛,郑州,64
许昌,长葛,22
临颍,许昌,26
漯河,临颍,28
鲁山,平顶山,49
平顶山,襄阳,280
济南,泊头,192
迁安,唐山,68
山海关,迁安,105
大虎山,锦州,106
哈尔滨东,双城堡,60
铁力,庆安,48
朗乡,铁力,80
香兰,浩良河,18
汤原,香兰,19
贵阳,重庆西,357
麻尾,贵阳,306
金城江,麻尾,153
柳州,黎塘,135
南丹,金城江,68
都匀,南丹,230
贵阳,都匀,161
眉山,成都南,68
泊头,吴桥,52
开原,沈阳北,67
蔡家沟,长春,162
哈尔滨,蔡家沟,84
吉安,向塘,198
承德,隆化,56
兴隆县,承德,101
北京东,密云北,85
涿州,北京东,75
徐水,涿州,58
承德,北京东,251
四合永,承德,118
元谋,广通北,96
德昌,攀枝花,134
西昌,德昌,58
越西,普雄,29
甘洛,越西,47
深州,肃宁,51
宜城,襄阳,51
荆门,宜城,73
枝城,宜昌东,76
松滋,枝城,18
石门县北,松滋,78
怀化,吉首,103
融水,会同,237
柳州,融水,126
贵港,柳州,189
玉林,贵港,89
玉林,河唇,114
融安,融水,27
怀化,融安,300
丰城,东乡,105
新余,丰城,100
广安,达州,111
华蓥,广安,19
重庆西,华蓥,106
衡阳,祁东,74
进贤,丰城,66
鹰潭,进贤,80
张掖,清水,128
六盘水,安顺,152
贵阳,六盘水,249
嘉峪关,清水,86
蚌埠,淮南,86
昆山,上海南,63
菏泽,兖州,139
南京,砀山,431
泡子,沈阳北,26
彰武,泡子,88
经棚,大板,133
兰州,中卫,306
中卫,白银西,219
银川,中卫,162
化德,集宁南,146
通辽,查布嘎,204
砀山,蚌埠,247
丰城,南昌,61
萍乡,新余,125
湘乡,湘潭,42
娄底,湘乡,57
邵东,娄底,67
永州,邵阳,105
娄底,邵阳,98
向塘,樟树,57
保定,霸州,97
天津,霸州西,95
锦州,通辽,362
杨柳青,天津,25
静海,杨柳青,28
商河,德州,90
东营南,滨州,49
利津南,东营南,34
新立屯,大虎山,61
乌兰浩特,平台,58
景德镇,黄山,167
鹰潭,景德镇,158
新化,娄底,93
怀化,新化,222
凯里,玉屏,149
东至,九江,118
湖口,东至,88
株洲,南昌,367
宁国,绩溪县,87
宣城,宁国,45
合肥,蚌埠,131
新余,南昌,161
道州,永州,112
江华,道州,44
贺州,江华,96
梧州,贺州,135
岑溪,梧州,80
容县,岑溪,47
北流,容县,27
玉林,北流,25
贵港,黎塘,54
梧州,玉林,202
富川,贺州,45
江华,富川,51
江永,江华,22
道州,江永,22
双牌,道州,61
零陵,双牌,25
永州,零陵,26
娄底,双峰北,24
株洲,娄底,125
向塘,新余,133
安庆西,九江,171
合肥,桐城,117
固镇,蚌埠,43
宿州,固镇,47
大石桥,金州,207
沈阳,大石桥,293
包头东,呼和浩特东,157
沈阳,泡子,147
郑州,邯郸,247
湛江,玉林,195
镇安,旬阳北,72
延安,镇安,447
太原南,交城,60
石家庄北,太原南,233
饶阳,辛集,109
天津,饶阳,207
辛集,任丘,174
西安南,蒲城东,131
玉林,廉江,123
邯郸,鹤壁,101
合川,重庆,130
武威,兰州西,293
哈密,疏勒河,463
玉门,哈密,486
哈达铺,漳县,63
重庆,南充北,1017
丽水,永康,65
贵溪,上饶,95
胶州,临沂东,214
郑州,南阳,564
张家界,石门县北,118
贵定,福泉,39
北京,黄村,33
任丘,北京,157
固原,中卫,217
张家川,安口窑,57
聊城,天津,421
南昌,武穴,193
新干,峡江,17
南昌西,新干,140
麻城,蕲春,126
衡阳,祁阳,155
磁窑,徐州,212
丰城南,向塘,56
新干,丰城南,56
大余,赣州,73
南雄,大余,38
始兴,南雄,32
韶关东,始兴,61
广州北,英德,111
广州东,广州北,35
韶关东,广州东,229
大余,韶关东,131
金华,玉山,167
永康,金华,61
榆林,包头,304
蒲城东,延安,218
张桥,西安,76
黄陵南,张桥,130
高台,张掖,72
焉耆,吐鲁番,275
库尔勒,焉耆,109
轮台,库尔勒,189
库车,轮台,93
新和,库车,40
阿克苏,新和,202
阿图什,阿克苏,427
喀什,阿图什,36
巴楚,阿图什,210
阿克苏,巴楚,217
库车,阿克苏,242
库尔勒,库车,282
高台,清水,65
金昌,山丹,117
武功,蔡家坡,57
西安,三门峡,265
酒泉,临泽,164
灵宝,西安,212
定西,天水,230
德州,临邑,63
廊坊北,静海,117
黄村,廊坊北,41
安阳,石家庄,221
湘潭,长沙,78
永州,双牌,51
宁东,银川,71
定边,宁东,123
泰山,平原,160
德州,泰山,174
宁东,盐池,89
保定,北京,146
高碑店,徐水,38
北京,高碑店,90
苏家屯,沈阳北,19
晏城,泰山,105
北京,霸州,156
重庆北,成都,315
彭水,涪陵,107
黔江,彭水,64
秀山,黔江,135
铜仁,秀山,103
湘潭,怀化,414
松桃,怀化,150
酉阳,秀山,44
黔江,酉阳,82
武隆,彭水,49
涪陵,武隆,67
成都,合川,767
银川,乌海,150
陇南,兰州,370
皋兰,兰州,50
白银西,皋兰,37
扬州,蚌埠,250
南通,泰州,119
天津,德州,239
昌图,沈阳北,132
五常,香坊,108
山河屯,五常,36
舒兰,山河屯,41
吉林,舒兰,83
平房,五常,90
香坊,平房,18
灵宝,洛阳,175
灵宝,渭南,156
郑州,徐州,349
阳平关,广元,79
白河县,安康,124
吉安,鹰潭,314
源潭,英德,148
赣州,韶关东,204
索伦,乌兰浩特,108
阿尔山,索伦,146
阿尔山北,阿尔山,17
伊敏,阿尔山北,183
海拉尔,伊敏,85
蒲城东,张桥,32
吕梁,吴堡,51
天津,杨村,28
清原,沈阳,164
朝阳镇,梅河口,35
磐石,朝阳镇,39
明城,磐石,32
吉林,明城,112
唐山,昌黎,112
张家口南,保定,336
保定,宣化,311
邢台,高邑,62
商丘,郑州,203
武昌,长沙,362
遂平,驻马店,18
西平,遂平,26
临城,邯郸,99
咸阳,蔡家坡,107
关林,焦作,145
当阳,石门县北,177
元氏,邢台,81
石家庄,元氏,28
百色,兴义,250
化州,河唇,40
梅州,龙川,131
永定,梅州,117
龙岩,永定,58
集宁南,北京,501
朱日和,集宁南,174
二连,朱日和,32
玉林,化州,154
宁陵县,郑州,115
稷山,侯马,36
义马,渑池,14
洛阳,义马,55
宝丰,洛阳,387
长沙,赤壁,244
深圳西,广州,162
东莞,深圳西,273
侯马,韩城,34
亳州,定陶,160
衡阳,吉安,310
武夷山,龙岩,393
横峰,武夷山,102
南阳,信阳,203
西安,南阳,452
南阳,商南,175
桐柏,南阳,115
麻城,光山,103
武夷山,鹰潭,5
东台,泰州,94
阜宁,盐城,61
淮安,阜宁,62
沭阳,淮安,59
新沂,沭阳,52
凤县,宝鸡,108
两当,凤县,27
略阳,徽县,64
江油,成都,157
略阳,广元,135
泰州,盐城,157
钟祥,荆门,49
京山,钟祥,56
应城,京山,53
汉口,应城,85
舒城,合肥,60
庐江,舒城,19
深圳西,河源,210
赤峰,北京,477
惠州,深圳西,130
九江,赣州,547
宿松,九江,75
北京,隆化,265
德州,泊头,74
邯郸,石家庄北,171
汤阴,邯郸,82
石家庄北,邢台,119
郑州,安阳,187
武当山,襄阳,152
白河东,武当山,94
旬阳,白河东,83
石泉县,安康,88
西乡,石泉县,59
武胜,重庆,132
陇南,漳县,192
陇南,渭源,236
兰州,乐都,160
三河县,燕郊,23
蓟州,三河县,24
玉田县,蓟州,34
哈尔滨西,长春,246
呼兰,兴隆镇,65
哈尔滨西,哈尔滨东,16
德惠,哈尔滨西,158
昌黎,山海关,66
燕郊,蓟州,47
关林,郑州,129
澧县,荆门,194
邢台,新乡,219
北京西,徐水,122
济源,焦作,65
洛阳东,济源,70
凤凰城,本溪,133
丹东,凤凰城,60
月山,济源,49
焦作,月山,16
新干,鹰潭,228
鹰潭,樟树东,192
洮南,太平川,117
白河东,十堰,75
安康,白河东,127
烟台,潍坊,314
徐家店,烟台,73
潍坊,莱西,186
杭州东,上饶,390
西安南,旬阳北,170
三门峡,西安南,241
义马,三门峡,67
巩义,洛阳东,49
九江,光山,454
鹰潭,九江,163
南平南,建瓯,51
古田,南平南,60
夏邑县,徐州,111
安康,洛阳,646
阜阳,商丘,178
东莞东,广州东,86
兴宁,龙川,70
梅州,兴宁,61
大埔,梅州,65
永定,大埔,52
古田,福州,95
洛阳东,偃师,29
潢川,阜南,72
宜春,南昌,215
乐昌,郴州,103
韶关东,乐昌,62
武山,天水,107
南阳,内乡,65
宁东,灵武,20
黄陵南,西安,206
广州北,源潭,41
乐平市,景德镇,48
万年,乐平市,32
鹰潭,万年,78
吉安,东乡,273
和平,定南,37
龙川,和平,56
公主岭,铁岭,171
带岭,佳木斯,186
庆安,带岭,142
秦皇岛,沈阳北,404
三河县,玉田县,52
蕲春,阜阳,362
锦州,秦皇岛,200
哈尔滨东,哈尔滨,9
汤原,南岔,103
南岔,香兰,84
昌图,公主岭,106
天门,京山,27
广州,郴州,374
杨陵,陇县,148
滁州北,徐州,291
陇县,咸阳,210
石林,昆明,111
师宗,石林,78
罗平,师宗,46
威舍,罗平,73
兰州,武山,241
武威南,兰州西,280
瓜州,玉门,129
古浪,武威南,46
永登,古浪,133
兰州西,永登,101
石家庄东,太原,242
藁城,石家庄东,30
枣庄西,泰山,178
南京,明光,122
石家庄东,辛集,57
定西,武山,123
保定,天津,184
安阳,沙河市,88
卫辉,安阳,82
西安南,渭南,99
渭南,安康,248
鞍山,盘锦,113
南昌,三明北,486
安康,武当山,221
公主岭,沈阳,241
牡丹江,一面坡,194
鸡西,牡丹江,194
襄阳东,十堰,171
呼和浩特,卓资东,104
北京,沙城,121
林口,鸡西,84
牡丹江,林口,110
高碑店,涿州,20
贵阳,桐梓东,189
赣州,龙岩,271
冷水江东,娄底,72
怀化,冷水江东,243
贵阳,镇远,276
桐梓北,贵阳,219
张家口南,沙城,75
包头,萨拉齐,60
沧州,天津西,116
桃村,胶州,150
大明湖,潍坊,207
黄村,杨村,76
武功,宝鸡,100
谭家井,武威南,83
临河,惠农,191
大英东,成都,121
十堰,旬阳,158
宁波,义乌,261
玉田县,北京,117
山海关,玉田县,198
西丰,铁岭,89
辽源,西丰,111
东丰,辽源,47
梅河口,东丰,26
柳河,梅河口,33
三源浦,柳河,42
通化,三源浦,43
攸县南,茶陵南,23
安仁,攸县南,12
衡阳,安仁,72
广州东,郴州,382
攸县南,衡阳,84
吉安,炎陵,159
南昌,新干,140
商南,西安,277
南昌,浠水,262
南昌西,吉安,226
麻城,浠水,89
信阳,麻城,236
和硕,焉耆,41
马兰,和硕,42
吐鲁番,马兰,195
长沙,咸宁,282
湛江西,廉江,75
雷州,湛江西,16
徐闻,雷州,97
海口,徐闻,165
宿州,涡阳,109
滁州北,宿州,217
镇平,商南,144
固始,潢川,63
信阳,商城,145
汝州,济源,157
济源,南阳,321
北京,涿州,70
鹰潭,丰城,106
横峰,鹰潭,108
福州,南平南,58
乾安,太平川,100
大安北,乾安,55
大庆西,太阳升,89
烟筒屯,杜尔伯特,26
齐齐哈尔,烟筒屯,50
哈尔滨东,扶余,106
兴城,锦州,71
安庆西,合肥,156
溆浦,安化,71
安化,怀化,175
新余,金华,559
大杨树,加格达奇,96
嫩江,大杨树,92
九三,嫩江,37
讷河,九三,56
拉哈,讷河,39
富裕,拉哈,48
齐齐哈尔,富裕,63
江桥,齐齐哈尔,68
泰来,江桥,66
白城,泰来,102
锦州,新立屯,167
郑州,鹤壁,146
贵阳,息烽,73
邢台,郑州,299
海口,湛江西,306
湛江西,徐闻,113
坪石,乐昌,37
宜春,株洲,152
新友谊,宝清,59
红兴隆,新友谊,18
福利屯,红兴隆,37
笔架山,福利屯,13
佳木斯,笔架山,55
山海关,台安,289
禹城,沧州,181
对青山,哈尔滨,31
宋,对青山,65
安达,宋,60
杜尔伯特,大庆,24
富拉尔基,杜尔伯特,72
哈拉苏,扎兰屯,30
巴林,哈拉苏,32
博克图,巴林,61
南木,博克图,83
扎兰屯,南木,40
大庆,富拉尔基,492
宋,大庆,63
哈尔滨,宋,96
石家庄东,阳泉北,121
晋州,石家庄东,47
临城,石家庄北,72
武安,邯郸,30
磁山,武安,14
阳邑,磁山,33
井店,阳邑,27
涉县,井店,7
黎城,涉县,57
潞城,黎城,41
白沟,霸州,31
临城,元氏,158
沙城,下花园,25
保定,沙城,231
沙城,涿州,191
娘子关,井陉,30
阳泉,娘子关,39
耒阳,韶关东,237
上海南,海宁,108
南堡北,唐山,45
唐海南,南堡北,21
曹妃甸东,唐海南,14
唐山,曹妃甸东,80
九江,开化,280
瑞昌,九江,48
沈阳北,北京,727
张掖,武威,244
伊宁,精河南,200
武威,山丹,191
天祝,武威,158
兰州,天祝,145
辛集,深州,82
延安,吕梁,256
西安,延安,326
凤县,秦岭,63
吴堡,延安,205
洮南,四平,321
大兴,榆树屯,33
大石桥,辽阳,93
亚布力,牡丹江,143
尚志,亚布力,71
玉泉,尚志,79
哈尔滨,德惠,165
阿城,哈尔滨,41
平山,玉泉,13
尚志,平山,69
富县东,西安,256
临清,衡水,106
海安,盐城,103
枣强,聊城,121
长春,双城堡,195
宣化,北京西,165
北京西,沙城,115
金华,宜春,508
重庆北,黔江,280
铜仁,涪陵,409
诸暨,绍兴,150
樟树,进贤,90
融安,通道,138
柳州,融安,153
武隆,黔江,113
重庆北,武隆,167
重庆,华蓥,125
滁州北,扬州,123
达州,重庆,255
张家口南,北京西,190
白涧,北京,134
灵丘,白涧,129
五台山,灵丘,74
代县,繁峙,31
原平,代县,48
涞源,白涧,76
灵丘,涞源,53
平遥,太原,108
北京,晋州,352
徐州,阜阳,74
官厅,沙城,133
北京西,官厅,117
资溪,鹰潭,73
光泽,资溪,44
邵武,光泽,30
顺昌,邵武,91
延平西,顺昌,66
南平南,延平西,14
新化,涟源,51
溆浦,新化,118
福泉,玉屏,209
怀化,镇远,181
祁门,黄山,66
景德镇,祁门,101
景德镇,武夷山,286
罗城,柳州,96
融水,罗城,30
三江县,融安,80
牙屯堡,三江县,37
靖州,牙屯堡,54
怀化,靖州,129
怀化,黔江,322
西峡,西安,344
榆林,延安,141
三明北,九江,499
清水,临泽,100
疏勒河,低窝铺,45
麻城,南昌,336
青岛,胶州,73
永登,武威,192
兰州,永登,111
唐山北,燕郊,115
大石桥,唐山北,738
北京,大石桥,687
潮州,汕头,37
揭阳,潮州,25
丰顺,揭阳,28
兴宁,丰顺,72
秀山,怀化,196
西安南,延安,369
阳高,北京,317
蔡家沟,哈尔滨西,77
绥化,哈尔滨,125
康金井,兴隆镇,38
呼兰,康金井,27
福利屯,佳木斯,68
双鸭山,福利屯,11
丰乐镇,笔架山,10
佳木斯,丰乐镇,45
佳木斯,绥化,209
鹤岗,佳木斯,255
宝泉岭,鹤岗,31
宝泉岭,鹤北,13
勃利,七台河,36
林口,勃利,86
哈尔滨东,牡丹江,360
喀喇其,伊图里河,40
克一河,喀喇其,33
甘河,克一河,43
吉文,甘河,13
阿里河,吉文,42
加格达奇,阿里河,41
呼兰,哈尔滨,32
四方台,绥化,83
北安,孙吴,187
绥化,北安,208
海伦,绥化,102
北安,海伦,103
加格达奇,齐齐哈尔,431
塔河,加格达奇,262
漠河,塔河,184
成高子,哈尔滨东,25
苇河,尚志,51
亚布力南,苇河,24
小岭,帽儿山,21
阿城,小岭,38
香坊,阿城,34
新华,鹤立,7
峻德,新华,9
鹤岗,峻德,20
双丰,庆安,25
铁力,双丰,23
桃山,铁力,11
神树,桃山,23
寒葱沟,抚远,57
东二道河,寒葱沟,33
前锋,东二道河,20
洪河,前锋,29
前进镇,洪河,30
换新天,前进镇,22
建三江,换新天,35
富锦,建三江,52
福利屯,富锦,117
南岔,佳木斯,153
绥化,南岔,229
石人城,兴隆镇,25
大庆,哈尔滨西,181
嫩江,齐齐哈尔,243
宝林,柴河,45
楚山,宝林,11
林口,楚山,30
滴道,鸡西,13
西麻山,滴道,41
迎春,东方红,23
虎林,迎春,37
卫星,虎林,38
杨岗,卫星,17
兴凯,杨岗,336
密山,鸡东,57
虎林,密山,100
密山,卫星,62
阿城,牡丹江,254
昂昂溪,大庆,157
牙克石,昂昂溪,838
大庆,博克图,880
太平镇,佳木斯,32
丰乐镇,太平镇,13
亚布力,一面坡,51
海林,亚布力,121
密山,鸡西,87
东方红,虎林,60
牙克石,大庆,554
讷河,富裕,87
嫩江,讷河,93
阿城,帽儿山,76
秦家,绥化,26
四方台,秦家,14
绥棱,四方台,38
东边井,绥棱,20
海伦,东边井,12
笔架山,太平镇,23
富锦,新友谊,62
同江,富锦,63
佳木斯,新友谊,123
新友谊,福利屯,55
佳木斯,新华,39
下城子,穆棱,10
八面通,下城子,35
铁力,神树,268
呼兰,白奎堡,53
太平镇,福利屯,36
香兰,佳木斯,69
徐家,绥化,103
牡丹江,尚志,214
西柳,大石桥,32
向阳,林口,20
楚山,向阳,10
朱家沟,宝林,24
杨岗,虎林,55
密山,兴凯,28
盘锦北,绥中北,171
盘锦,盘锦北,55
磨刀石,牡丹江,22
穆棱,磨刀石,44
梨树镇,八面通,24
鸡西,梨树镇,59
哈尔滨北,哈尔滨东,22
大庆,哈尔滨北,146
哈尔滨东,安达,136
衢州,株洲,679
富锦,佳木斯,179
庆安,佳木斯,328
康金井,绥化,66
哈尔滨东,康金井,62
九江,新余,296
新华,鹤岗,29
平房,拉林,61
周家,香坊,34
拉林,周家,32
周家,五常,74
拉林,安家,26
孙家,牛家,43
溆浦,娄底,211
张维屯,绥化,48
绥棱,张维屯,22
四方台,张维屯,16
绥棱,秦家,52
赵光,海北,52
李家,赵光,16
通北,李家,21
哈尔滨东,王岗,22
新松浦,哈尔滨东,35
呼兰,新松浦,1
大营镇,枣强,20
聊城,大营镇,101
蕲春,潢川,246
哈尔滨,王岗,13
光山,南昌,461
石头,东京城,14
兰岗,石头,13
宁安,兰岗,11
温春,牡丹江,22
宁安,温春,10
石头,宁安,24
信丰,龙川,178
阜阳,光山,116
宁安,东京城,38
九江,黄州,156
惠州,龙南,264
白城,两家,93
查干湖,长山屯,10
抚顺北,沈阳,65
清河门北,义县西,44
阿金,阜新南,12
新邱,阿金,6
新立屯,新邱,43
小东,新立屯,122
阜新南,新邱,9
叶柏寿,朝阳南,103
松树,瓦房店,26
熊岳城,松树,48
黄泥河,蛟河,75
沈阳,昌图,135
盖州,鞍山,98
大连,普兰店,78
阜新南,沈阳,46
朝阳南,阜新南,160
天义,叶柏寿,38
平庄,天义,54
赤峰,平庄,55
阜新南,北票南,119
元宝山,赤峰,27
平庄,元宝山,28
义县,朝阳南,89
沈阳,沟帮子,169
老边,营口,11
大石桥,老边,11
南杂木,抚顺北,45
苍石,南杂木,29
清原,苍石,25
山城镇,清原,54
梅河口,山城镇,28
吉林,磐石,144
南杂木,清原,54
章党,南杂木,31
抚顺北,章党,14
营口,大石桥,40
烟筒山,磐石,45
吉林,烟筒山,99
口前,吉林,28
烟筒山,口前,71
明城,烟筒山,13
林盛堡,苏家屯,9
辽阳,林盛堡,39
沙海,叶柏寿,23
天义,沙海,15
二龙,天义,13
汐子,二龙,12
乃林,汐子,13
平庄南,乃林,7
平庄,平庄南,9
热水,平庄,14
元宝山,热水,14
马林,赤峰,21
元宝山,马林,6
乃林,平庄,16
上园,北票南,20
义县,上园,28
三十里堡,金州,23
普兰店,三十里堡,22
沈阳北,西丰,127
湘乡,株洲,68
贵阳,玉屏,337
通化,白山市,60
四平,辽源,82
通化,柳河,97
赣州,冠豸山,204
瑞金,赣州,130
龙岩,长汀南,134
吉舒,吉林,69
舒兰,吉舒,21
深井子,沈阳,38
李石寨,深井子,7
大官屯,李石寨,14
抚顺北,大官屯,6
草市,清原,35
山城镇,草市,19
双河镇,烟筒山,31
口前,双河镇,40
草市,梅河口,47
绥中北,沈阳,325
绍兴,杭州东,57
宁波,上虞,80
歪头山,姚千户屯,7
石桥子,歪头山,6
婺源,衢州,114
大石桥,瓦房店,135
周家屯,义县西,17
上园,周家屯,10
能家,北票南,16
朝阳南,能家,25
义县西,上园,25
石岭,四平,34
白泉,石岭,36
辽源,白泉,12
驼腰岭,柳河,19
五道沟,驼腰岭,8
三源浦,五道沟,15
扎鲁特,通辽,121
白音胡硕,扎鲁特,48
霍林郭勒,白音胡硕,235
西哲里木,白音胡硕,113
霍林郭勒,西哲里木,87
西丰,开原,67
周家屯,北票南,30
沈阳,小东,107
朝阳南,上园,61
洮南,双辽,228
五叉沟,索伦,81
阿尔山,五叉沟,65
德伯斯,索伦,17
乌兰浩特,德伯斯,91
双阳,长春,63
辽源,双阳,109
伊通,辽源,72
双阳,伊通,37
伊通,长春,100
建安,辽源,35
伊通,建安,37
小市,本溪,58
八里甸子,小市,79
五女山,八里甸子,50
通化县,五女山,71
通化,通化县,20
白狼,阿尔山,24
五叉沟,白狼,41
明水河,五叉沟,44
德伯斯,明水河,54
大石寨,德伯斯,25
归流河,大石寨,34
乌兰浩特,归流河,32
大石寨,乌兰浩特,66
索伦,大石寨,42
明水河,索伦,37
白狼,明水河,85
上饶,新余,362
青州市,莱阳,277
临湘,武昌,173
乐昌,耒阳,187
青县,杨柳青,69
龙华,德州,30
衡水,龙华,32
怀柔,通州西,50
兴隆县,怀柔,87
北京,怀柔,68
北京西,天津,127
杨柳青,天津西,15
秀山,武隆,239
北京东,怀柔,63
保定,北京东,160
北京,北京西,9
鹰手营子,北京,176
唐山北,承德,173
唐山,唐山北,26
上板城,北京,237
承德,上板城,19
北京,兴隆县,155
辛集,藁城,38
北京东,燕郊,31
三河县,北京东,54
蓟州北,三河县,29
蓟州,蓟州北,5
蓟州北,燕郊,52
北京东,蓟州北,83
忻州,大同,212
应县,大同,67
山阴,应县,21
昆都仑召,包头,22
白云鄂博,昆都仑召,137
包头,呼和浩特,165
额济纳,临河,684
桑根达来,锡林浩特,153
包头,察素齐,114
吉安,进贤,234
信丰,定南,78
汤阴,新乡,1450
濮阳,安阳,99
梅州,丰顺,81
汝州,关林,77
东乡,南昌,103
宜春,上饶,416
金华,株洲,765
洛阳,潼关,175
平顶山,汝州,71
华蓥,重庆北,112
怀化,酉阳,252
河口南,兰州西,32
海石湾,河口南,64
西安,武功,73
锦界,神木,41
榆林,锦界,71
安康,三门峡,524
榆林,西安,595
神木,榆林,112
潼关,安康,327
汝州,偃师,116
襄阳,汝州,293
重庆西,达州,338
郑州,邓州,194
九江,龙川,800
武穴,浠水,69
赣州,武穴,617
砚川,商洛,30
西安,砚川,150
合阳北,张桥,101
胶州,济南,320
潍坊,乳山,311
麻尾,南丹,85
都匀,麻尾,145
宜宾,六盘水,407
昭通,水富,223
独山,都匀,66
麻尾,独山,79
茂名西,文地,96
费县,兖州,138
樟树,鹰潭,170
黔江,涪陵,180
松桃,黔江,172
牙屯堡,通道,23
宿州,淮北,12
柳州,玉林,278
通道,柳州,293
霍邱,阜阳,110
六安,霍邱,56
颍上,阜阳,48
淮南,颍上,78
三堂集,阜阳,47
亳州,三堂集,57
歙县,绩溪县,28
黄山,歙县,22
栟茶,海安,45
如东,栟茶,29
麻尾,柳州,314
水家湖,淮南,25
龙桥,庐江,49
无为南,龙桥,51
芜湖,无为南,97
内江,资阳,97
大关,盐津,50
昭通,大关,86
杭州东,宣城,258
德清西,杭州东,86
芜湖,长兴南,178
水家湖,蚌埠,141
吉安,丰城南,142
祁县,榆次,59
南昌,丰城南,84
余江,鹰潭,21
进贤,余江,59
柳州,金城江,161
东乡,余江,20
贵溪,万年,57
樟树东,南昌西,104
敖汉,赤峰,116
广州东,深圳东,131
襄阳,云梦,237
兴宁,揭阳,100
龙岩,于都,217
汕头,龙川,150
龙川,揭阳,170
高州,茂名,44
信宜,高州,53
三水,肇庆,60
佛山,三水,27
韶关东,长沙,486
广州,衡阳,521
衡阳,邵东,126
九江,太湖,109
新安县,义马,27
秦皇岛,燕郊,263
葫芦岛,秦皇岛,150
北京东,蓟州,77
扎兰屯,富拉尔基,132
陶赖昭,哈尔滨东,132
德保,平果,131
靖西,德保,40
南宁东,黎塘,109
宜昌东,松滋,94
玉林,博白,48
枝城,当阳,133
普定,安顺,42
织金,普定,51
大方南,织金,64
英德,广州东,146
松滋,常德,159
荆门,松滋,151
广安南,重庆西,121
重庆北,广安南,127
广安南,重庆,190
阿城,尚志,100
芦台,锦州,399
徐水,天津,174
天津,白沟,118
苇河,阿城,165
横道河子,苇河,66
织金,安顺,93
纳雍,织金,62
平昌,巴中,52
石梯,平昌,38
达州,石梯,52
三汇镇,达州,40
营山,三汇镇,61
成都,蓬溪,171
平昌,达州,90
涟源,溆浦,169
南充北,成都,213
吉安,株洲,527
赣州,会昌北,96
新余,吉安,321
成都西,成都,18
眉山,成都西,74
峨边,峨眉,76
甘洛,峨边,91
西昌南,西昌,5
德昌,西昌南,56
永郎,德昌,36
米易,永郎,37
桐子林,米易,36
攀枝花,桐子林,22
冕宁,西昌,48
彭山,冕宁,432
成都西,彭山,62
张家口南,阳高,121
大虎山,凌海,83
北京,三河县,59
新民,沈阳北,68
杨林,昆明,58
曲靖,小新街,81
克拉玛依,石河子,239
奎屯,克拉玛依,142
乌鲁木齐,奎屯,232
克拉玛依,沙湾县,201
乌鲁木齐,克拉玛依,374
奎屯,石河子,97
临澧,张家界,151
北京,徐水,128
古浪,兰州西,234
武威,古浪,59
平凉,泾川,68
干塘,中卫,72
景泰,干塘,60
河口南,兰州,42
永登,河口南,69
古浪,天祝,99
武威南,天祝,145
靖远,长征,28
白银市,靖远,59
石嘴山,大武口,17
平原,大明湖,86
和什托洛盖,克拉玛依,155
福海,和什托洛盖,132
北屯市,福海,33
阿勒泰,北屯市,66
叶城,皮山,81
泽普,叶城,36
达坂城,吐鲁番,58
乌鲁木齐南,达坂城,87
尼勒克,乌苏,284
吐鲁番北,库尔勒,357
焉耆,吐鲁番北,265
四棵树,奎屯,49
博乐,四棵树,157
焉耆,和静,31
长春,铁岭,233
王岗,双城堡,353
四棵树,乌苏,33
乌鲁木齐南,吐鲁番,145
精河南,奎屯,172
吐鲁番,库尔勒,334
和硕,吐鲁番,237
喀什,巴楚,246
北屯市,奎屯,462
奎屯,福海,429
宜良北,昆明,83
石林,宜良北,28
田林,兴义,185
叶城,莎车,59
阿克陶,莎车,149
铁厂沟,克拉玛依,179
额敏,铁厂沟,89
塔城,额敏,49
甘洛,西昌,237
彭山,眉山,15
成都,彭山,77
魏家泉,乌鲁木齐,74
准东,魏家泉,141
德令哈,西宁,521
格尔木,德令哈,309
达州,遂宁,225
乔庄东,北京,23
通州,乔庄东,3
北京东,通州,15
北京,北京东,5
北京东,乔庄东,18
通州,北京,20
怀柔北,黄土店,78
黑山寺,怀柔北,15
古北口,黑山寺,42
雁栖湖,怀柔北,5
昌平北,雁栖湖,45
黄土店,昌平北,28
天津北,宝坻,69
宝坻,蓟州北,40
天津,宝坻,73
